Age,Annual_salary,Currency,Country,professional_work_experience_overall,professional_work_experience_field,education_level,Gender,grouped_industry,salary_in_usd
25-34,74717.0,AUD/NZD,Australia,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,49313.22
25-34,105000.0,CAD,Canada,8 - 10 years,5-7 years,,,Computing,75600.0
25-34,50000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Nonprofits,50000.0
35-44,74500.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,74500.0
35-44,44930.0,USD,US,11 - 20 years,5-7 years,Some college,Man,Engineering,44930.0
45-54,100000.0,USD,US,31 - 40 years,11 - 20 years,Some college,Woman,Communication,100000.0
25-34,125000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Administration,125000.0
35-44,151000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Computing,151000.0
45-54,130000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Computing,130000.0
45-54,167600.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Nonprofits,167600.0
45-54,27000.0,USD,US,21 - 30 years,11 - 20 years,High School,Man,Retail,27000.0
18-24,45000.0,AUD/NZD,Australia,2 - 4 years,1 year or less,College degree,Woman,Marketing,29700.0
45-54,41600.0,USD,US,21 - 30 years,8 - 10 years,Some college,Woman,Healthcare,41600.0
35-44,70000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Nonprofits,70000.0
35-44,160000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Engineering,160000.0
25-34,110000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Other,110000.0
25-34,90000.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Healthcare,90000.0
25-34,90000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Engineering,90000.0
35-44,32000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Animal Health,32000.0
25-34,90000.0,USD,US,41 years or more,8 - 10 years,Master's degree,Woman,Nonprofits,90000.0
25-34,75000.0,CAD,Canada,2 - 4 years,1 year or less,Master's degree,Woman,Healthcare,54000.0
35-44,4000000.0,JPY,Japan,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,26000.0
45-54,88000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Retail,88000.0
35-44,140000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Administration,140000.0
45-54,178000.0,AUD/NZD,Australia,31 - 40 years,21 - 30 years,Master's degree,Woman,Education,117480.0
25-34,48000.0,USD,US,5-7 years,2 - 4 years,College degree,Non-binary,Retail,48000.0
35-44,68000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,68000.0
25-34,100000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Computing,100000.0
25-34,70000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Insurance,70000.0
25-34,230000.0,Other,Mexico,11 - 20 years,5-7 years,College degree,Woman,Other,230000.0
35-44,120000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,120000.0
25-34,150000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Man,Business,150000.0
25-34,200000.0,AUD/NZD,Australia,8 - 10 years,8 - 10 years,Master's degree,Man,Mining,132000.0
45-54,43680.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Property,43680.0
45-54,68598.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Accounting,68598.0
25-34,1250000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Healthcare,1250000.0
25-34,110000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,110000.0
35-44,73000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Administration,73000.0
25-34,81000.0,USD,US,5-7 years,5-7 years,PhD,Woman,Other,81000.0
25-34,60000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Marketing,60000.0
25-34,72500.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,72500.0
25-34,102000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Computing,102000.0
25-34,63000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Nonprofits,63000.0
25-34,39000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Administration,39000.0
35-44,150000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Man,Insurance,150000.0
35-44,95472.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Healthcare,95472.0
25-34,58560.0,USD,US,8 - 10 years,5-7 years,Master's degree,Man,Education,58560.0
35-44,72300.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Education,72300.0
35-44,79000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Research,79000.0
25-34,76500.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Healthcare,76500.0
35-44,67000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Social Work,67000.0
25-34,68900.0,USD,US,5-7 years,5-7 years,College degree,Woman,Accounting,68900.0
18-24,65000.0,AUD/NZD,New Zealand,2 - 4 years,1 year or less,Some college,Man,Computing,42900.0
55-64,173000.0,USD,US,31 - 40 years,31 - 40 years,Master's degree,Woman,Computing,173000.0
35-44,65000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Man,Education,65000.0
25-34,120000.0,USD,US,8 - 10 years,1 year or less,College degree,Man,Computing,120000.0
25-34,85000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Property,85000.0
45-54,56388.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Culture,56388.0
25-34,152000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,152000.0
45-54,108000.0,CAD,Canada,21 - 30 years,21 - 30 years,College degree,Woman,Healthcare,77760.0
35-44,122000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Insurance,122000.0
35-44,101000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Law,101000.0
35-44,81500.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Marketing,81500.0
45-54,96000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Computing,96000.0
45-54,30000.0,USD,US,21 - 30 years,1 year or less,Master's degree,Woman,Medical,30000.0
35-44,235000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Computing,235000.0
45-54,66500.0,USD,US,21 - 30 years,5-7 years,College degree,Woman,Nonprofits,66500.0
45-54,73000.0,USD,US,21 - 30 years,5-7 years,College degree,Woman,Nonprofits,73000.0
35-44,92000.0,USD,US,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Nonprofits,92000.0
35-44,25500.0,EUR,Bulgaria,11 - 20 years,11 - 20 years,High School,Man,Computing,27795.000000000004
35-44,52000.0,USD,US,11 - 20 years,11 - 20 years,Some college,Woman,Accounting,52000.0
25-34,59000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Administration,59000.0
35-44,106000.0,GBP,UK,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Accounting,136740.0
25-34,130000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Healthcare,130000.0
45-54,82000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Man,Computing,82000.0
25-34,60000.0,EUR,Austria,2 - 4 years,2 - 4 years,PhD,Non-binary,Computing,65400.00000000001
25-34,75000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Accounting,75000.0
35-44,140000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Business,140000.0
25-34,87000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Computing,87000.0
45-54,150000.0,USD,US,31 - 40 years,21 - 30 years,Master's degree,Woman,Healthcare,150000.0
35-44,59000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Insurance,59000.0
25-34,60000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Man,Administration,60000.0
45-54,95000.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Healthcare,95000.0
25-34,21500.0,GBP,UK,5-7 years,5-7 years,College degree,Woman,Business,27735.0
25-34,53000.0,GBP,UK,8 - 10 years,5-7 years,Master's degree,Woman,Accounting,68370.0
35-44,150000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,HR,150000.0
25-34,92000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Media,92000.0
25-34,49920.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,HR,49920.0
25-34,50000.0,USD,US,8 - 10 years,5-7 years,High School,Woman,HR,50000.0
35-44,95000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Healthcare,95000.0
35-44,75000.0,USD,US,11 - 20 years,1 year or less,Master's degree,Woman,Media,75000.0
25-34,105000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Computing,105000.0
35-44,200000.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Engineering,200000.0
35-44,100000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Art,100000.0
25-34,160000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Computing,160000.0
25-34,73500.0,USD,US,2 - 4 years,2 - 4 years,College degree,Non-binary,Business,73500.0
35-44,109000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,109000.0
25-34,67204.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Administration,67204.0
25-34,75100.0,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,Law,54072.0
35-44,120000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Business,120000.0
25-34,45000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Law,45000.0
55-64,105000.0,CAD,Canada,21 - 30 years,21 - 30 years,Master's degree,Non-binary,Administration,75600.0
35-44,113000.0,CAD,Canada,11 - 20 years,11 - 20 years,Master's degree,Woman,Computing,81360.0
45-54,8640000.0,JPY,Japan,21 - 30 years,21 - 30 years,College degree,Man,Computing,56160.0
35-44,150000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,150000.0
35-44,98000.0,USD,US,21 - 30 years,5-7 years,College degree,Woman,Healthcare,98000.0
25-34,180000.0,EUR,Belgium,11 - 20 years,5-7 years,Master's degree,Man,Accounting,196200.0
45-54,110000.0,AUD/NZD,New Zealand,21 - 30 years,21 - 30 years,College degree,Man,Computing,72600.0
25-34,84000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Non-binary,Administration,84000.0
25-34,87500.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,87500.0
45-54,58000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Administration,58000.0
35-44,260000.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Healthcare,260000.0
35-44,80000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Engineering,80000.0
25-34,67000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Transportation,67000.0
25-34,65000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Non-binary,Media,65000.0
25-34,70000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Art,70000.0
25-34,138000.0,AUD/NZD,Australia,2 - 4 years,2 - 4 years,Master's degree,Man,Mining,91080.0
25-34,87000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Accounting,87000.0
45-54,70000.0,CAD,Canada,21 - 30 years,8 - 10 years,College degree,Woman,Nonprofits,50400.0
35-44,115000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Accounting,115000.0
35-44,57000.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Nonprofits,57000.0
25-34,75000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Education,75000.0
25-34,44000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Nonprofits,44000.0
25-34,28800.0,EUR,Germany,2 - 4 years,2 - 4 years,Some college,Woman,Social Work,31392.000000000004
45-54,110000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Tourism,110000.0
35-44,160000.0,USD,US,11 - 20 years,8 - 10 years,PhD,Woman,Computing,160000.0
45-54,76000.0,CAD,Canada,21 - 30 years,21 - 30 years,College degree,Woman,Law,54720.0
35-44,80000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,80000.0
35-44,62000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Library,62000.0
45-54,50000.0,USD,US,21 - 30 years,5-7 years,College degree,,Property,50000.0
25-34,45000.0,USD,US,8 - 10 years,5-7 years,Master's degree,,Education,45000.0
35-44,85941.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Engineering,85941.0
25-34,69500.0,USD,US,5-7 years,5-7 years,College degree,Woman,Retail,69500.0
25-34,32000.0,USD,US,5-7 years,5-7 years,College degree,Man,Education,32000.0
35-44,70000.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Computing,70000.0
35-44,72807.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Library,72807.0
25-34,46800.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Administration,46800.0
65 or over,121000.0,USD,US,41 years or more,41 years or more,Some college,Man,Nonprofits,121000.0
35-44,74000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,74000.0
45-54,64500.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Education,64500.0
55-64,56758.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Library,56758.0
25-34,52000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Marketing,52000.0
25-34,115000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Retail,115000.0
55-64,72000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Research,72000.0
45-54,47840.0,USD,US,21 - 30 years,5-7 years,Some college,Woman,Transportation,47840.0
25-34,52000.0,USD,US,11 - 20 years,2 - 4 years,College degree,Man,Retail,52000.0
35-44,129400.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Computing,129400.0
35-44,86000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Property,86000.0
35-44,58000.0,USD,US,8 - 10 years,11 - 20 years,Master's degree,Woman,Healthcare,58000.0
35-44,33800.0,USD,US,21 - 30 years,1 year or less,College degree,Woman,Accounting,33800.0
35-44,62400.0,USD,US,8 - 10 years,8 - 10 years,Some college,Woman,Accounting,62400.0
35-44,107000.0,USD,US,21 - 30 years,11 - 20 years,High School,Woman,Computing,107000.0
35-44,84000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Woman,Healthcare,84000.0
45-54,65000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Education,65000.0
35-44,167000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Business,167000.0
35-44,203000.0,USD,US,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,203000.0
35-44,98000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Administration,98000.0
35-44,80340.0,CAD,Canada,11 - 20 years,8 - 10 years,College degree,Woman,Accounting,57844.799999999996
25-34,32000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Academia,32000.0
18-24,94960.0,USD,US,1 year or less,1 year or less,College degree,Man,Business,94960.0
35-44,122000.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Research,122000.0
35-44,122000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Computing,122000.0
35-44,50000.0,USD,US,21 - 30 years,2 - 4 years,Some college,Woman,Law,50000.0
35-44,51000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,51000.0
35-44,82000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Computing,82000.0
35-44,72000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Social Work,72000.0
45-54,130000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Business,130000.0
35-44,104500.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Marketing,104500.0
45-54,149000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Marketing,149000.0
25-34,68000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Property,68000.0
25-34,115000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Computing,115000.0
35-44,56000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Engineering,56000.0
35-44,113500.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Healthcare,113500.0
35-44,85000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Marketing,85000.0
25-34,73000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Marketing,73000.0
35-44,78000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Insurance,78000.0
18-24,43500.0,USD,US,2 - 4 years,2 - 4 years,College degree,Non-binary,Education,43500.0
45-54,50.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Marketing,50.0
25-34,57000.0,CAD,Canada,11 - 20 years,8 - 10 years,College degree,Woman,Healthcare,41040.0
45-54,270000.0,USD,US,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,Healthcare,270000.0
25-34,39825.0,USD,US,8 - 10 years,2 - 4 years,Some college,Woman,Nonprofits,39825.0
35-44,60661.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Accounting,60661.0
35-44,64000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,64000.0
25-34,150000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Computing,150000.0
25-34,65200.0,USD,US,5-7 years,5-7 years,Master's degree,Non-binary,Law,65200.0
35-44,206400.0,USD,US,11 - 20 years,5-7 years,College degree,Man,HR,206400.0
45-54,77748.0,CAD,Canada,21 - 30 years,2 - 4 years,Master's degree,Woman,Library,55978.56
25-34,87000.0,GBP,UK,5-7 years,5-7 years,College degree,Woman,Accounting,112230.0
25-34,57000.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Nonprofits,57000.0
35-44,74000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,74000.0
35-44,85000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Healthcare,85000.0
25-34,63000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Accounting,63000.0
25-34,56100.0,GBP,UK,5-7 years,5-7 years,College degree,Woman,Computing,72369.0
35-44,86250.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Engineering,86250.0
25-34,77000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Media,77000.0
25-34,102000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,102000.0
25-34,58200.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Social Work,58200.0
55-64,51000.0,USD,US,31 - 40 years,11 - 20 years,College degree,Woman,Media,51000.0
35-44,59000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,59000.0
25-34,51000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Nonprofits,51000.0
25-34,75000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Nonprofits,75000.0
18-24,150000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,150000.0
25-34,68000.0,CAD,Canada,5-7 years,5-7 years,Some college,Woman,Marketing,48960.0
45-54,125000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Administration,125000.0
55-64,126000.0,USD,US,21 - 30 years,5-7 years,College degree,Woman,Healthcare,126000.0
35-44,125000.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Business,125000.0
35-44,138000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Education,138000.0
25-34,52000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Social Work,52000.0
45-54,180000.0,USD,US,21 - 30 years,21 - 30 years,PhD,Woman,Research,180000.0
35-44,221000.0,Other,Brazil,21 - 30 years,21 - 30 years,Some college,Man,Computing,221000.0
25-34,75000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Administration,75000.0
35-44,90000.0,USD,US,21 - 30 years,21 - 30 years,Some college,Man,Computing,90000.0
25-34,126000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Man,Engineering,126000.0
35-44,100572.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Administration,100572.0
35-44,104000.0,USD,US,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Healthcare,104000.0
25-34,150000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Computing,150000.0
35-44,45760.0,USD,US,11 - 20 years,8 - 10 years,Some college,Woman,Property,45760.0
25-34,67000.0,USD,US,1 year or less,1 year or less,PhD,Non-binary,Education,67000.0
25-34,127000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Business,127000.0
25-34,62000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,62000.0
25-34,68000.0,CAD,Canada,5-7 years,5-7 years,Master's degree,Woman,Education,48960.0
35-44,95000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Nonprofits,95000.0
